training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_flow_loss,validation/actor/distill_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,time/epoch_time,time/total_time,step
160.15161,0.17349285,0.0013275895,0.017798027,-159.57983,159.57983,1.7716335,-76.29378,-159.80768,-205.22429,2.87541,-2.6489475,70.7312,157.63715,0.17847979,0.0023616124,0.032243,-156.75018,156.75018,18.68689,-90.335045,-157.11874,-202.32526,0.0017649293899536134,1587.94229388237,440000
160.18742,0.19480896,0.001983883,0.030416286,-159.39745,159.39745,1.3308221,-47.209568,-159.5683,-202.26436,1.1535983,-1.7310371,69.4971,155.04306,0.17878835,0.0014885145,0.03612394,-154.41772,154.41772,15.763172,-94.710945,-154.86145,-202.30083,0.0017702291011810303,1596.7934439182281,445000
158.03256,0.18804581,0.0012587827,0.019214792,-157.46689,157.46689,1.5700897,-79.664635,-157.65334,-202.69313,1.6090692,-1.0131506,57.242805,159.83038,0.18094881,0.0024407597,0.026456142,-158.9172,158.9172,16.413681,-93.536385,-159.1937,-201.37062,0.0017654128551483155,1605.6205122470856,450000
156.43382,0.14858356,0.002308401,0.024743117,-155.59271,155.59271,2.0575874,-60.34255,-156.09958,-201.42775,0.83483064,-1.5768367,73.20062,154.5566,0.16115315,0.0021294733,0.024679,-153.7566,153.7566,67.13984,-79.22387,-154.1148,-201.27682,0.001770334815979004,1614.4721891880035,455000
154.46031,0.11531537,0.002037225,0.02472946,-153.73383,153.73383,2.2393503,-4.4336457,-154.0594,-202.07787,2.3184729,-2.3248358,92.936295,159.38168,0.13637736,0.0014664863,0.030050054,-158.80536,158.80536,22.818346,-92.38248,-159.00876,-198.6371,0.00177162823677063,1623.3303337097168,460000
161.83273,0.17823485,0.0014458684,0.0243204,-161.22073,161.22073,1.3411036,-59.713898,-161.53125,-203.494,2.040599,-1.546992,64.58829,157.19559,0.18280347,0.0012265926,0.023962125,-156.6448,156.6448,13.950744,-87.41558,-156.77776,-199.0303,0.0017730949878692628,1632.1958117485046,465000
157.61357,0.13417162,0.001994104,0.035926357,-156.88116,156.88116,1.9014322,-72.6992,-157.37245,-201.79913,1.1254297,-0.7718802,65.25175,158.94081,0.15702048,0.004488467,0.023982128,-157.43726,157.43726,14.280388,-93.33857,-157.85742,-201.35435,0.0017756975650787354,1641.074301958084,470000
157.46507,0.18398653,0.0031389685,0.022434145,-156.3394,156.3394,2.3023262,-94.60018,-156.7454,-201.51527,4.183303,-3.2368765,90.310936,159.27057,0.16078702,0.0031447583,0.026288766,-158.16635,158.16635,16.440548,-100.71738,-158.57439,-200.70381,0.0017697608947753907,1649.9231097698212,475000
159.94394,0.14700374,0.0021671779,0.018925332,-159.14679,159.14679,1.5247817,0.31974122,-159.46852,-202.46901,1.9868468,-1.378519,83.529175,159.57513,0.17927699,0.001447902,0.02142333,-158.96149,158.96149,18.540916,-98.68005,-159.26346,-201.6425,0.0017763183116912841,1658.8047041893005,480000
157.13722,0.14004107,0.0024429641,0.023063377,-156.2643,156.2643,2.5696034,-38.47603,-156.6928,-202.49512,2.5037549,-3.055901,95.25639,156.78023,0.20053165,0.0023327083,0.02524308,-155.87988,155.87988,20.833307,-94.760796,-156.26738,-199.79143,0.0017656885147094726,1667.6331496238708,485000
158.25674,0.14743385,0.0014050156,0.025594318,-157.6878,157.6878,1.9164994,-79.497475,-158.0806,-202.11227,0.9689131,-1.1454211,54.343933,157.9268,0.15213561,0.0015308642,0.022235708,-157.31541,157.31541,13.809719,-93.133194,-157.84698,-198.83969,0.0017773694515228272,1676.5200004577637,490000
159.98364,0.14894287,0.0013386654,0.020852165,-159.4331,159.4331,1.5675633,-18.023369,-159.86244,-201.23683,1.3504195,-1.7108399,60.732033,160.7112,0.16965158,0.0020550732,0.02018419,-159.92502,159.92502,13.391035,-95.19104,-160.30731,-201.3048,0.00176946759223938,1685.367341041565,495000
161.19247,0.17169045,0.0015020757,0.023961773,-160.57016,160.57016,1.4968994,-77.19968,-160.83308,-202.79991,1.0223025,-2.2171679,64.10399,158.95651,0.1784887,0.0029700685,0.025485152,-157.88701,157.88701,20.941456,-94.802444,-158.01445,-202.13675,0.0017746633529663086,1694.2406611442566,500000
