training/grad/max,training/grad/min,training/grad/norm,training/high_actor/actor_loss,training/high_actor/adv,training/high_actor/bc_log_prob,training/high_actor/mse,training/high_actor/std,training/low_actor/actor_loss,training/low_actor/adv,training/low_actor/bc_log_prob,training/low_actor/mse,training/low_actor/std,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/high_actor/actor_loss,validation/high_actor/adv,validation/high_actor/bc_log_prob,validation/high_actor/mse,validation/high_actor/std,validation/low_actor/actor_loss,validation/low_actor/adv,validation/low_actor/bc_log_prob,validation/low_actor/mse,validation/low_actor/std,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
3.3534913,-3.3979142,126.98326,680.2097,1.7826518,-9.556662,0.073455274,1.0,99.95478,0.8294517,-4.6245136,0.011928413,1.0,0.042161107,-43.95511,-99.92226,1.388403,697.0718,1.8009564,-9.590115,0.08014586,1.0,99.59216,0.7935475,-4.6263967,0.012681576,1.0,0.10014548,-40.389202,-99.75694,1.6435513,0.003709031057357788,1592.593822002411,345000
6.0896006,-6.6795015,135.13303,702.62524,2.288238,-9.567997,0.07572242,1.0,113.80487,0.82162035,-4.624917,0.012089656,1.0,0.13664052,-44.011894,-100.17762,1.5006673,682.02496,1.9504813,-9.624605,0.08704402,1.0,112.7214,0.8572959,-4.631455,0.014704987,1.0,0.23668525,-41.984905,-99.73457,1.3250498,0.0037140758514404297,1611.1642053127289,350000
4.812224,-5.675266,123.68481,645.30566,1.4222639,-9.607594,0.083641544,1.0,102.23634,0.8448439,-4.6317396,0.01481879,1.0,0.036693007,-41.882355,-99.56955,1.5630605,699.2456,2.2657456,-9.614233,0.08496951,1.0,114.5627,0.9168594,-4.6344037,0.015884412,1.0,0.09429731,-42.048073,-99.629875,2.498065,0.0037094156742095946,1629.7112863063812,355000
5.6046834,-5.664542,120.70859,673.7521,1.9915054,-9.570066,0.0761363,1.0,103.78583,0.8317584,-4.621337,0.010657636,1.0,0.19593512,-43.579823,-99.77966,1.1483839,678.8843,1.8028784,-9.613691,0.08486115,1.0,100.072395,0.8196693,-4.633938,0.015697977,1.0,0.195432,-43.81062,-99.89801,2.3314898,0.0037117483139038087,1648.2700312137604,360000
1.6600952,-3.7902913,89.8525,695.6178,1.9739823,-9.556453,0.07341357,1.0,100.040886,0.7974159,-4.6204944,0.010320585,1.0,0.08186664,-43.067513,-99.81809,1.5379809,682.1647,1.7246552,-9.659531,0.09402909,1.0,96.75721,0.82781124,-4.6290627,0.013748035,1.0,0.065429226,-42.495228,-99.711815,1.4517889,0.0037077255249023436,1666.8086652755737,365000
3.8069859,-3.5050552,110.024536,693.4704,1.9117622,-9.546492,0.071421266,1.0,114.0338,0.88140583,-4.620825,0.010452944,1.0,0.12080453,-42.79029,-99.82913,1.1304204,689.1035,2.04222,-9.655253,0.09317364,1.0,118.796875,0.8828013,-4.635067,0.016149903,1.0,0.11261767,-44.117912,-99.70289,1.8452696,0.0037094247817993165,1685.3557929992676,370000
2.379644,-1.6454536,92.49427,698.1046,2.315791,-9.550235,0.07216998,1.0,116.51125,0.90746117,-4.6227846,0.011236748,1.0,0.06998585,-41.94395,-99.68262,2.188377,683.3744,1.8165785,-9.5970745,0.08153776,1.0,111.90985,0.9613288,-4.62844,0.013499031,1.0,0.09098829,-41.65454,-99.65744,1.6178877,0.003718423318862915,1703.9479122161865,375000
4.0122275,-4.739342,146.00876,701.4246,2.2234263,-9.583004,0.07872375,1.0,116.81491,0.8600304,-4.6232705,0.01143115,1.0,0.18027854,-42.492447,-99.724335,2.0656667,662.3967,1.5027024,-9.667391,0.095601164,1.0,117.675,0.87844896,-4.6287527,0.013624138,1.0,0.219509,-41.692177,-99.712585,1.1091391,0.0037100969791412355,1722.4984002113342,380000
1.8330312,-1.8222374,79.5992,699.47266,2.2592704,-9.594552,0.081033394,1.0,115.22867,0.8928361,-4.6269197,0.012890684,1.0,0.16131647,-42.920876,-99.81389,2.0984652,691.46295,2.044908,-9.667536,0.09563028,1.0,120.55204,0.90465736,-4.629119,0.013770456,1.0,0.12456626,-42.249664,-99.74849,1.6564803,0.0037115495681762697,1741.0561521053314,385000
3.4937158,-3.2535121,134.60101,683.8235,1.9368498,-9.609198,0.083962254,1.0,107.335236,0.90640986,-4.623286,0.011437279,1.0,0.2003096,-41.12064,-99.70619,2.0303752,677.36426,1.8369,-9.666918,0.09550644,1.0,103.22125,0.8122561,-4.6346836,0.015996335,1.0,0.14461279,-42.459747,-99.78558,1.0268629,0.0037131759643554687,1759.6220350265503,390000
2.7846134,-2.895605,176.97226,697.38245,2.0547028,-9.595224,0.081167646,1.0,118.83987,0.8830626,-4.623124,0.011372537,1.0,0.37661728,-44.00838,-99.6214,2.1733165,707.48047,2.2101417,-9.654568,0.09303659,1.0,118.54822,0.8848145,-4.6295013,0.0139236245,1.0,0.19673163,-41.81015,-99.780334,2.1487231,0.0037112772941589357,1778.1784241199493,395000
1.2257605,-1.5928841,78.7949,684.0665,1.968522,-9.559492,0.07402133,1.0,102.49004,0.83875567,-4.6288223,0.013651947,1.0,0.18443888,-42.73925,-99.76863,1.0292115,693.1479,1.9756477,-9.650763,0.09227545,1.0,107.43526,0.8438652,-4.63441,0.015886867,1.0,0.26036185,-43.527954,-99.81802,1.0834334,0.003719503116607666,1796.7759430408478,400000
4.05536,-3.9344475,113.831535,700.16455,2.3153996,-9.497051,0.061533373,1.0,111.89302,0.9171287,-4.6268053,0.012845151,1.0,0.06564325,-43.677383,-99.71641,1.5690181,710.5239,2.385769,-9.62015,0.08615287,1.0,107.62855,0.9052211,-4.628347,0.013461691,1.0,0.051252887,-43.571037,-99.66142,2.6981578,0.01733764100074768,1883.4641511440277,405000
3.24574,-3.5513487,109.580765,685.4569,2.035904,-9.572021,0.07652717,1.0,96.020004,0.79705346,-4.6249013,0.01208355,1.0,0.87850285,-45.055397,-99.74832,1.2172526,686.6471,2.023034,-9.624909,0.08710495,1.0,98.496925,0.80795866,-4.6261435,0.012580387,1.0,0.19407037,-44.005848,-99.85199,2.08431,0.0037257007122039796,1902.0926585197449,410000
6.5572104,-5.3134065,113.750946,692.93713,1.8012439,-9.592318,0.080586426,1.0,118.08981,0.8720477,-4.6225348,0.011136674,1.0,0.18670963,-42.711983,-99.65617,1.4865527,693.3234,2.098023,-9.625736,0.08727005,1.0,125.095,0.86279416,-4.6403346,0.018256877,1.0,0.06145747,-44.808376,-99.80316,1.7983774,0.003695754051208496,1920.5714311599731,415000
9.72856,-10.344462,136.43713,675.3015,1.9450176,-9.599083,0.0819396,1.0,108.24129,0.88921213,-4.6219115,0.010887547,1.0,0.05380504,-43.932045,-99.67807,1.035774,681.62915,1.8297484,-9.642661,0.09065528,1.0,110.747116,0.8656746,-4.6294184,0.013890292,1.0,0.16680907,-45.162025,-100.00886,1.9184151,0.003696099901199341,1939.0519347190857,420000
3.2509897,-3.5876198,130.50537,691.8688,1.9773287,-9.59712,0.08154706,1.0,112.9079,0.89628184,-4.621678,0.010793976,1.0,0.043186218,-43.68347,-99.690094,3.670901,677.9011,1.6457841,-9.786007,0.11932434,1.0,108.941986,0.86247885,-4.634663,0.015988369,1.0,0.010557577,-42.744022,-99.59057,2.2042418,0.003693190050125122,1957.5178875923157,425000
3.582509,-3.4309816,102.072754,673.6972,1.6671779,-9.652536,0.09263028,1.0,105.96101,0.8870082,-4.6254697,0.01231088,1.0,0.1024562,-43.46536,-99.614365,1.7967217,680.3645,1.7172797,-9.669512,0.09602522,1.0,115.19068,0.8682418,-4.63151,0.014726901,1.0,0.105687946,-43.276806,-99.42346,2.1465375,0.003700606632232666,1976.0209233760834,430000
9.529617,-10.88256,190.24649,686.0566,1.9420974,-9.618339,0.08579071,1.0,105.23442,0.8200793,-4.6278286,0.013254342,1.0,0.16807738,-44.492355,-99.7633,1.4045551,673.36975,1.4916856,-9.657618,0.093646355,1.0,106.34327,0.8090252,-4.6301603,0.01418711,1.0,0.07932521,-45.590256,-100.35646,3.0929103,0.0036978609085083006,1994.5102314949036,435000
5.1650834,-4.9664063,117.77939,696.5123,2.1541886,-9.526497,0.067422405,1.0,101.25711,0.81948006,-4.6230392,0.011338565,1.0,0.036929667,-43.219063,-99.57399,1.2123761,690.40717,1.8432698,-9.656776,0.093478255,1.0,107.0211,0.8109734,-4.6334476,0.015501976,1.0,0.26362038,-42.845844,-99.64728,2.1421375,0.0036958537101745605,2012.9895029067993,440000
3.4126234,-3.0753987,96.73109,687.22156,1.8423827,-9.5571995,0.07356274,1.0,107.81912,0.7949776,-4.6229005,0.011283234,1.0,0.5099473,-40.510666,-99.72012,1.2340491,694.7516,2.2895756,-9.641896,0.09050234,1.0,111.21014,0.90577734,-4.6298275,0.01405385,1.0,0.11508908,-43.826714,-99.77518,2.4142134,0.003693567132949829,2031.4573411941528,445000
4.6866784,-3.092458,100.223175,685.2828,1.8577373,-9.597206,0.08156414,1.0,111.08635,0.875196,-4.624928,0.0120941,1.0,0.3045668,-44.177696,-99.88438,2.1516333,684.7904,1.9582546,-9.6640625,0.094935335,1.0,104.08712,0.91116625,-4.629894,0.014080507,1.0,0.24438831,-43.621155,-99.609406,3.8432949,0.0036955810546875,2049.935250520706,450000
8.432251,-9.172536,164.37595,686.5974,1.855112,-9.599228,0.0819685,1.0,109.07175,0.86937374,-4.623431,0.011495427,1.0,0.2988103,-44.421173,-99.77074,1.0487919,691.22864,1.8351389,-9.712125,0.10454787,1.0,107.988075,0.80811006,-4.630254,0.014224517,1.0,0.15676627,-41.782986,-99.508606,2.0904756,0.0036939406394958497,2068.4049570560455,455000
5.9798546,-6.8797855,155.363,666.2319,1.7900386,-9.589175,0.07995798,1.0,105.247696,0.85118,-4.622805,0.011245012,1.0,0.11038963,-41.94338,-99.36664,2.1639023,680.146,1.6952795,-9.709724,0.10406802,1.0,104.86388,0.84966755,-4.6346426,0.01598015,1.0,0.060793206,-42.62516,-99.54872,3.6255975,0.0036970295429229736,2086.8901081085205,460000
8.941933,-7.130172,211.31744,679.0008,1.8075144,-9.553989,0.072920814,1.0,101.701546,0.855094,-4.625016,0.012129533,1.0,0.09206187,-41.034126,-99.66085,1.6342485,676.32605,1.7946757,-9.654707,0.0930643,1.0,103.06328,0.78356,-4.6293926,0.013879855,1.0,0.078774616,-43.07502,-99.79699,1.2537605,0.003700387239456177,2105.3920471668243,465000
3.1842618,-5.8786755,128.62366,675.5402,1.8112862,-9.515707,0.06526433,1.0,123.33945,0.97684246,-4.626277,0.0126337875,1.0,0.10965739,-42.28662,-99.58822,1.5041616,690.34607,1.9086096,-9.649548,0.092032455,1.0,117.44387,0.8384189,-4.63291,0.015286981,1.0,0.08012261,-43.069885,-99.65987,2.101193,0.00369697847366333,2123.876942396164,470000
1.4937354,-1.7672863,70.9174,684.51807,1.8851626,-9.5384865,0.06982031,1.0,110.039474,0.87031347,-4.6223164,0.0110495165,1.0,0.15119044,-42.516678,-99.69952,0.98393583,692.8075,2.082007,-9.626114,0.087345794,1.0,105.692245,0.85625476,-4.6293707,0.013871232,1.0,0.10453024,-43.127865,-99.686104,1.8152783,0.00369407696723938,2142.347330093384,475000
7.955161,-4.3287215,129.67628,685.6111,2.0823264,-9.600494,0.08222188,1.0,107.194084,0.82102865,-4.6198177,0.010049959,1.0,0.20887789,-43.906937,-99.70216,1.3041445,692.3662,2.2600293,-9.593712,0.080865204,1.0,106.328896,0.8338148,-4.6328154,0.015249029,1.0,0.21160233,-44.03269,-99.5522,2.2496314,0.0036965038776397706,2160.829856157303,480000
4.2658086,-3.3623714,87.721504,666.8372,1.6830215,-9.611687,0.08446028,1.0,118.917465,0.9343564,-4.6253586,0.012266121,1.0,0.11450301,-42.89587,-99.715645,1.0984075,696.5042,2.1355984,-9.691193,0.10036156,1.0,110.78366,0.86743724,-4.6301,0.014162797,1.0,0.08683293,-42.55333,-99.64018,2.755456,0.0036980992794036866,2179.3203554153442,485000
5.1269855,-5.6515017,135.16039,682.0652,2.0318804,-9.580797,0.07828229,1.0,102.8447,0.81556445,-4.624066,0.0117494045,1.0,0.5834086,-42.444775,-99.54019,1.3839148,722.75287,2.278223,-9.665506,0.09522434,1.0,105.58415,0.9473624,-4.6358643,0.016468793,1.0,0.03182052,-45.68066,-99.68095,1.5258886,0.0036969412803649904,2197.8050656318665,490000
7.82712,-6.6519427,143.81992,665.70105,1.7550505,-9.572117,0.07654619,1.0,94.696594,0.8247268,-4.621681,0.0107953455,1.0,0.102020934,-42.44503,-99.58273,1.7962098,693.64514,2.1295738,-9.598532,0.0818293,1.0,98.25797,0.8664024,-4.636445,0.016701031,1.0,0.11620748,-44.25974,-99.649155,1.6790984,0.003693056774139404,2216.270353078842,495000
7.059452,-6.0275326,115.41551,678.463,1.8642843,-9.521363,0.066395655,1.0,108.30287,0.873405,-4.6255636,0.012348532,1.0,0.16346799,-44.531006,-99.55133,1.1406107,698.56854,1.8230356,-9.625567,0.08723644,1.0,105.3255,0.8811028,-4.6352043,0.01620461,1.0,0.24695212,-41.94685,-99.47243,2.3976026,0.0036987957000732424,2234.7643349170685,500000
6.0253477,-7.266694,125.14464,679.99786,1.946363,-9.554956,0.07311425,1.0,106.56375,0.79312545,-4.6236124,0.011567905,1.0,0.26775017,-42.245644,-99.5871,1.517144,675.68854,1.7206798,-9.638258,0.08977454,1.0,114.919365,0.9056325,-4.636548,0.016742297,1.0,0.11690983,-44.74037,-99.60137,1.5759513,0.017847898292541502,2324.003830432892,505000
2.5222335,-2.3130736,78.84802,672.19617,1.693372,-9.509877,0.06409841,1.0,110.08838,0.87579644,-4.623178,0.01139424,1.0,1.6115861,-43.964977,-99.549164,0.9089903,675.40845,1.8088567,-9.659521,0.09402724,1.0,110.78575,0.8642627,-4.631803,0.01484416,1.0,0.2861386,-43.368965,-99.57983,2.5082371,0.003690216541290283,2342.454916238785,510000
2.3260636,-2.162343,99.349495,660.4117,1.5328113,-9.527392,0.06760142,1.0,112.88591,0.8271839,-4.6219893,0.0109186275,1.0,0.060625575,-42.932007,-99.71193,2.1467776,675.4032,1.7598691,-9.694703,0.10106367,1.0,121.31825,0.91381836,-4.6323853,0.015077119,1.0,0.0825947,-43.168434,-99.78471,1.6459107,0.0036960387229919432,2360.935112476349,515000
4.397528,-2.8646197,78.359985,665.8445,1.9547429,-9.559968,0.07411662,1.0,115.58749,0.8403536,-4.6224823,0.01111599,1.0,0.12637275,-44.800316,-99.75669,1.1896076,655.6502,1.5812507,-9.648989,0.09192085,1.0,110.6943,0.8714772,-4.636578,0.016754277,1.0,0.22204453,-44.65674,-99.69971,2.285204,0.0036931267261505127,2379.400748729706,520000
6.6633997,-6.0173874,139.28111,684.1978,2.0409076,-9.619635,0.08604977,1.0,120.011665,0.90559036,-4.623852,0.011663804,1.0,0.22738612,-44.555832,-99.47949,2.0049734,682.37396,1.9103527,-9.761925,0.11450782,1.0,115.8586,0.8496147,-4.62986,0.014066941,1.0,0.13923,-43.12687,-99.406494,2.6424756,0.0037093958377838136,2397.9477314949036,525000
3.7557223,-3.30143,96.17631,690.4682,2.1698465,-9.558261,0.0737752,1.0,98.77974,0.80406123,-4.622028,0.010934108,1.0,0.17247137,-43.51663,-99.68591,1.1645267,670.58936,1.5780883,-9.648579,0.09183862,1.0,99.528015,0.82125556,-4.631696,0.014801408,1.0,0.1386593,-43.90365,-99.64872,3.3503115,0.0036992956638336183,2416.444212913513,530000
6.8334904,-5.796671,122.82359,685.76135,2.14691,-9.548393,0.0718017,1.0,106.881355,0.8105637,-4.6212893,0.010638596,1.0,0.07670253,-42.81518,-99.673996,1.0691051,679.6598,1.9073718,-9.633147,0.08875238,1.0,107.510605,0.8782524,-4.628068,0.013350213,1.0,0.058835045,-42.901833,-99.7897,2.9469643,0.0037055160999298095,2434.971796274185,535000
8.036869,-7.4162464,135.99728,665.74835,1.5983362,-9.644718,0.09106653,1.0,105.872925,0.838299,-4.622511,0.011127156,1.0,0.14894304,-42.3216,-99.352585,1.6259978,682.35095,1.9153128,-9.601885,0.08249986,1.0,105.490845,0.8274924,-4.628763,0.0136282295,1.0,0.2633564,-45.157063,-99.46023,2.0032396,0.00369735746383667,2453.458586215973,540000
5.457254,-5.1013184,127.62584,686.51044,2.1216173,-9.508413,0.06380562,1.0,110.56322,0.84104586,-4.6217904,0.010839044,1.0,0.07317472,-43.811237,-100.174164,1.0269866,688.29486,2.0565047,-9.633026,0.08872824,1.0,107.285,0.854416,-4.633729,0.015614501,1.0,0.07519637,-44.403404,-99.61391,1.8354211,0.0036957982540130616,2471.9375805854797,545000
6.2050734,-5.9743834,105.06302,675.6764,1.8172777,-9.50952,0.06402676,1.0,97.46976,0.8032236,-4.621711,0.010807224,1.0,0.15440072,-42.864845,-99.51639,0.7846223,691.6142,1.964603,-9.624539,0.08703083,1.0,101.22868,0.8190732,-4.6315155,0.014729223,1.0,0.028803106,-45.026733,-99.48235,2.1359656,0.0037013788223266603,2490.444480419159,550000
4.7179174,-3.0068917,107.12769,653.3933,1.6639824,-9.518025,0.065728046,1.0,108.29314,0.87885654,-4.6209564,0.010505477,1.0,0.9654578,-44.773003,-99.48034,1.3004631,671.22144,1.5478301,-9.651213,0.09236557,1.0,103.39477,0.81521857,-4.628559,0.013546723,1.0,0.20668419,-43.6386,-99.33781,2.1441178,0.0036990445613861085,2508.9397065639496,555000
3.6613088,-3.5011146,126.49152,681.3874,2.0523899,-9.510703,0.06426352,1.0,106.339584,0.8473581,-4.6202397,0.01021885,1.0,0.07421966,-42.079296,-99.57172,1.4455869,669.22107,1.8042513,-9.659277,0.09397831,1.0,107.858086,0.9224882,-4.62996,0.01410678,1.0,0.07260293,-42.13717,-99.63397,1.7128475,0.0036986918926239015,2527.433168888092,560000
4.8315988,-5.1928954,120.64105,690.7454,2.0342813,-9.55088,0.072299026,1.0,100.86722,0.7807627,-4.6256905,0.012399281,1.0,0.1132532,-42.201233,-99.46087,1.2335365,691.90796,2.1414685,-9.64035,0.09019289,1.0,96.93222,0.8530948,-4.6316805,0.014795127,1.0,0.08400406,-45.3822,-99.47957,2.3721528,0.003702185249328613,2545.9440982341766,565000
1.9059972,-2.445732,115.8262,678.03345,2.0472407,-9.497574,0.061637886,1.0,96.086494,0.8167831,-4.621163,0.010588165,1.0,0.1327838,-45.67843,-99.50636,1.3062055,676.2743,1.7806416,-9.66148,0.09441894,1.0,105.64786,0.79287577,-4.630718,0.014410377,1.0,0.125512,-45.0327,-99.61351,2.5794616,0.003698026943206787,2564.434236049652,570000
4.1216526,-4.7012177,104.14911,674.0415,1.9830208,-9.527744,0.06767182,1.0,100.86717,0.7925874,-4.623045,0.011340779,1.0,0.036126435,-42.286854,-99.32761,1.5204978,659.48987,1.5638329,-9.618261,0.08577533,1.0,109.8844,0.8581604,-4.632706,0.015205485,1.0,0.19704564,-42.72956,-99.36231,3.2654974,0.0037007891178131103,2582.938185453415,575000
4.3716,-5.4749975,124.24339,670.1826,1.6881162,-9.632788,0.088680424,1.0,102.20673,0.8152336,-4.6257463,0.012421571,1.0,0.01458912,-44.078087,-99.66851,1.4163774,723.90564,2.2692108,-9.600385,0.08219995,1.0,106.64821,0.80081457,-4.6318665,0.014869503,1.0,0.017213333,-43.806496,-99.547806,2.4453287,0.0037019829273223876,2601.44810295105,580000
2.344285,-2.585629,97.445404,680.14795,1.8279539,-9.556219,0.07336684,1.0,101.10227,0.8549566,-4.621716,0.01080938,1.0,0.051007897,-42.30043,-99.62572,1.2095206,670.4219,1.7242551,-9.6182575,0.085774556,1.0,108.918106,0.8898106,-4.6307335,0.014416552,1.0,0.08027938,-41.752533,-99.487175,1.8866363,0.003704760694503784,2619.971909046173,585000
2.728075,-2.4011517,107.47247,683.23126,2.0059142,-9.571747,0.07647234,1.0,101.91492,0.82837653,-4.621452,0.010703637,1.0,0.14706634,-43.108772,-99.45645,1.8926184,685.6765,1.8126719,-9.610527,0.08422835,1.0,97.17984,0.77377033,-4.631036,0.014537424,1.0,0.45634896,-42.617805,-99.54907,2.1161788,0.0037009732246398924,2638.4767780303955,590000
5.5731206,-11.252251,134.47568,680.8629,1.9113882,-9.604294,0.082981646,1.0,106.259964,0.85843915,-4.6205444,0.010340749,1.0,0.29301763,-43.243504,-99.532814,1.1576443,691.1891,2.1815152,-9.669586,0.09604017,1.0,100.90798,0.899958,-4.631977,0.014913893,1.0,0.20222735,-45.412693,-99.427704,3.0949504,0.0037012091159820556,2656.9828259944916,595000
7.165259,-8.060666,123.39284,673.2729,1.8921146,-9.523951,0.06691308,1.0,109.54277,0.83223015,-4.6205583,0.010346271,1.0,0.16636336,-45.63907,-99.64371,1.2861248,691.7721,2.140532,-9.5475,0.07162296,1.0,107.8205,0.774964,-4.6317463,0.014821388,1.0,0.20022309,-43.06929,-99.60512,2.4780517,0.0037010060310363768,2675.4878599643707,600000
7.4367228,-8.6861,202.72075,667.80444,1.8434346,-9.560774,0.07427784,1.0,117.49667,0.86232275,-4.627296,0.013041267,1.0,0.100613296,-43.14305,-99.46553,2.5702727,667.9824,1.54566,-9.668617,0.09584656,1.0,112.72478,0.89144075,-4.6333904,0.015479161,1.0,0.16198283,-44.11738,-99.520676,4.557849,0.017339058113098143,2762.1831533908844,605000
5.0259795,-8.026035,135.7526,668.27734,1.7886384,-9.523954,0.0669139,1.0,104.29192,0.8214003,-4.6237903,0.011639098,1.0,0.09486039,-43.411766,-99.72601,1.3383231,712.39075,2.3398228,-9.637646,0.08965218,1.0,112.40658,0.797408,-4.630732,0.014415793,1.0,0.13668805,-44.305576,-99.682365,2.359964,0.0036903031826019286,2780.634672641754,610000
3.6520867,-3.5824888,103.19704,658.7025,1.7793891,-9.57933,0.077989124,1.0,108.84973,0.8573468,-4.6206117,0.010367638,1.0,0.09240415,-43.148926,-99.55913,1.4440218,663.6,1.7648008,-9.683675,0.09885806,1.0,97.75955,0.8473894,-4.6279874,0.0133179445,1.0,0.12763003,-44.673485,-99.66948,2.4415722,0.003702758073806763,2799.148466348648,615000
2.2547522,-3.252676,102.32095,668.45184,1.6388459,-9.51144,0.06441108,1.0,105.75545,0.85694474,-4.6191645,0.009788859,1.0,0.07468959,-45.024117,-99.56802,1.5045422,671.6859,1.7764627,-9.663187,0.09476026,1.0,107.97867,0.81998694,-4.6322865,0.015037646,1.0,0.079336226,-43.506668,-99.50754,2.3593173,0.003700420331954956,2817.650570631027,620000
7.547313,-6.880228,142.885,690.5827,2.0778337,-9.557795,0.073681965,1.0,112.97982,0.8503781,-4.622947,0.011301904,1.0,0.30319124,-41.75608,-99.669266,2.0183532,675.23206,1.796645,-9.575276,0.07717832,1.0,107.45109,0.82812214,-4.6324835,0.015116322,1.0,0.14486593,-42.964027,-99.6454,1.9286675,0.0036957431316375733,2836.129289865494,625000
1.8353341,-2.071997,91.574814,663.5196,1.8324698,-9.549099,0.0719428,1.0,104.81467,0.77637374,-4.62018,0.0101951435,1.0,0.76422185,-43.012627,-99.500336,1.3212123,683.5663,2.245133,-9.632154,0.08855398,1.0,105.15095,0.8426273,-4.6281757,0.013393126,1.0,0.255114,-42.297295,-99.670135,1.9682938,0.0036975027561187744,2854.616806268692,630000
6.289557,-6.396496,148.53137,685.9742,2.261025,-9.567097,0.07554233,1.0,99.59859,0.81495786,-4.6203775,0.0102740135,1.0,0.21818282,-44.46707,-99.78694,1.0894126,680.2697,1.6614431,-9.735529,0.10922872,1.0,101.56912,0.8690518,-4.6375427,0.017139977,1.0,0.26602644,-42.440456,-99.71544,2.9657454,0.003705033588409424,2873.141977071762,635000
20.561176,-21.096207,245.63986,702.7937,2.1986363,-9.568547,0.07583247,1.0,116.92731,0.8550025,-4.6209817,0.010515654,1.0,2.3895605,-42.85309,-99.55466,1.635614,660.932,1.8147757,-9.678093,0.097741574,1.0,125.36877,0.917422,-4.631259,0.01462642,1.0,0.15376136,-42.68563,-99.35411,2.3507724,0.0037022655963897706,2891.653310060501,640000
5.518311,-5.9032197,143.85883,662.6488,1.9524517,-9.593574,0.08083778,1.0,114.49098,0.83465475,-4.6240244,0.011732697,1.0,0.16770263,-44.545937,-99.63957,1.2598864,695.01685,2.1323118,-9.674975,0.09711807,1.0,113.71573,0.8706306,-4.630411,0.014287451,1.0,0.1462579,-45.0965,-99.535324,1.8954761,0.003705468988418579,2910.180658340454,645000
5.6517954,-5.4447336,116.89321,677.444,1.9456944,-9.525435,0.06721,1.0,112.310295,0.85731375,-4.6248856,0.012077183,1.0,0.060507305,-41.771034,-99.77304,1.2901444,689.9508,2.0364285,-9.720527,0.10622829,1.0,108.60712,0.89518416,-4.632456,0.015105322,1.0,0.071480975,-42.973495,-99.491455,1.2465343,0.003703728485107422,2928.69930434227,650000
6.34777,-6.4028735,163.09927,674.2735,1.8963017,-9.561574,0.07443782,1.0,103.1758,0.85688394,-4.621336,0.010657313,1.0,0.6379628,-44.599167,-99.30865,1.5175127,672.8159,1.6907072,-9.690983,0.10031956,1.0,105.685165,0.82169384,-4.6299553,0.014104947,1.0,0.20299003,-44.682213,-99.27235,3.7068071,0.003701445198059082,2947.2065331935883,655000
10.750095,-12.2404785,170.13315,668.4768,2.0440927,-9.5578575,0.073694415,1.0,114.39576,0.86789227,-4.6198187,0.010050422,1.0,0.052179746,-43.252785,-99.47784,1.7085967,658.2798,1.5372792,-9.672569,0.096636765,1.0,103.09835,0.79132056,-4.63403,0.015734857,1.0,0.11687915,-41.67444,-99.61796,1.8697298,0.003699063968658447,2965.7018558979034,660000
3.1660361,-3.1733618,152.41168,671.3826,1.8153214,-9.543817,0.07088634,1.0,100.49959,0.8490766,-4.621129,0.010574392,1.0,0.21837483,-45.01843,-99.226204,2.0471528,689.8315,2.0581734,-9.62111,0.08634504,1.0,109.798584,0.8712014,-4.6321507,0.014983199,1.0,0.127062,-43.89759,-99.38338,3.0231924,0.00369432692527771,2984.1734931468964,665000
22.5425,-19.762964,231.31335,675.77234,2.0631397,-9.534059,0.068934664,1.0,106.000755,0.81367075,-4.619185,0.009797025,1.0,1.7971871,-42.846855,-99.3934,1.429005,694.4503,1.9537417,-9.717316,0.105586134,1.0,104.84164,0.7597214,-4.6332836,0.015436455,1.0,0.16635616,-43.91876,-99.34247,1.9799893,0.003702747392654419,3002.6872334480286,670000
4.8403583,-3.117255,147.92949,677.21857,2.1150312,-9.574091,0.07694113,1.0,108.00018,0.8656254,-4.6225967,0.011161611,1.0,0.17449807,-43.72921,-99.56378,1.8093647,690.98,2.1269422,-9.60981,0.08408498,1.0,102.84163,0.701084,-4.6332903,0.01543907,1.0,0.19171982,-44.40764,-99.60176,4.075672,0.0036971664905548094,3021.1730687618256,675000
4.1866174,-4.3064623,115.86235,659.9176,1.9374349,-9.51521,0.0651649,1.0,98.704704,0.8056623,-4.6267433,0.012820478,1.0,1.8138243,-44.534374,-99.632515,1.8161657,676.96893,1.5638711,-9.680975,0.09831799,1.0,99.76864,0.81002116,-4.6320457,0.014941406,1.0,0.16088034,-43.07631,-99.78444,2.542218,0.003699737071990967,3039.6717567443848,680000
5.729916,-3.3189948,139.18501,684.97974,2.1269786,-9.564666,0.07505612,1.0,111.629776,0.81041664,-4.62172,0.010810961,1.0,0.15345073,-42.33171,-99.4282,1.2268245,676.3733,1.9485662,-9.761882,0.11449929,1.0,118.4973,0.89219564,-4.6319723,0.014911868,1.0,0.19916064,-43.066044,-99.42066,2.4413779,0.0037033166885375975,3058.1883432865143,685000
1.9133716,-1.9206315,100.058395,672.1279,1.9019691,-9.552988,0.07272061,1.0,102.44563,0.7961994,-4.62218,0.010994925,1.0,0.1387288,-44.02446,-99.597946,0.9840871,673.1448,1.7941682,-9.6820135,0.098525636,1.0,97.92563,0.7463825,-4.633065,0.015348926,1.0,0.084347405,-44.42134,-99.47743,3.5301728,0.0036977072715759277,3076.6768867969513,690000
