training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_flow_loss,validation/actor/distill_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,time/epoch_time,time/total_time,step
173.9632,0.1484205,0.005363587,0.026030669,-172.2057,172.2057,3.642541,-14.932514,-173.6821,-322.86252,1.2832117,-1.6406088,89.64372,168.16794,0.16590175,0.0077528628,0.034727063,-165.67618,165.67618,15.638134,-13.119117,-166.95937,-309.56268,0.001788430643081665,1336.5726878643036,440000
169.44609,0.17706655,0.0038692895,0.024834095,-168.10823,168.10823,3.2678351,0.88784456,-169.2917,-325.27258,1.4298658,-0.9804311,90.0652,161.65034,0.16263892,0.004235471,0.02751406,-160.21707,160.21707,16.217926,-22.884022,-161.4778,-298.1519,0.001787559700012207,1345.5104892253876,445000
169.97304,0.18323472,0.004111042,0.02666415,-168.55649,168.55649,4.032156,-4.2560606,-169.77887,-337.18283,1.9790391,-1.764554,115.66197,168.13618,0.16818565,0.005505083,0.028655177,-166.31647,166.31647,12.867586,-4.593028,-167.97383,-308.1807,0.0017897062301635742,1354.459023475647,450000
171.59233,0.14844184,0.0047298567,0.0312539,-170.02493,170.02493,3.7961545,-31.632395,-171.31885,-322.68887,2.090574,-2.0787349,88.57225,158.9738,0.137089,0.004354087,0.03419174,-157.53049,157.53049,32.14425,0.13755491,-159.10803,-298.5011,0.0017863860130310058,1363.390956878662,455000
168.5728,0.13818194,0.0050509307,0.026026828,-166.91934,166.91934,5.402459,0.7553109,-168.5892,-317.15723,3.1757288,-4.8443694,154.28503,160.1599,0.13239141,0.007287122,0.039908677,-157.84137,157.84137,30.260729,-30.666721,-159.074,-299.00723,0.001788630247116089,1372.3341109752655,460000
175.08554,0.17028259,0.00478833,0.026544157,-173.47876,173.47876,3.385033,-3.003658,-174.78354,-326.41956,2.9811325,-2.4449778,123.11454,166.3177,0.16798192,0.0054871957,0.033936627,-164.50356,164.50356,18.4503,-10.112566,-166.00424,-313.73175,0.0017884345531463623,1381.2762863636017,465000
166.33516,0.1224136,0.00375899,0.02427929,-165.08505,165.08505,2.8335586,-29.08414,-166.68411,-306.86246,1.6400423,-2.5538356,84.164505,164.63046,0.16271175,0.005861282,0.026078617,-162.70937,162.70937,19.489027,-1.5740672,-164.70332,-310.3524,0.0017884568214416505,1390.2185752391815,470000
174.95526,0.1673055,0.004170466,0.028774977,-173.53682,173.53682,3.7619324,-31.698145,-174.94373,-330.53827,2.4927917,-2.510537,132.37921,170.08398,0.15322898,0.0035742966,0.025676025,-168.85846,168.85846,11.335852,-23.248707,-170.0628,-299.9759,0.0017910812377929688,1399.1739840507507,475000
163.7689,0.15101016,0.005768363,0.028374815,-161.88739,161.88739,5.5316677,-1.8309634,-163.7132,-323.15585,2.4868884,-3.0763235,151.18036,167.74571,0.17951266,0.0044041397,0.020838797,-166.24496,166.24496,11.16444,-4.50035,-167.79974,-310.78854,0.0017932851791381836,1408.140412569046,480000
168.56848,0.1199306,0.0041154907,0.020184336,-167.2139,167.2139,3.0591564,-8.157723,-168.68465,-295.7364,2.43987,-1.3917303,80.41092,160.26707,0.18092297,0.0063150837,0.029828006,-158.19162,158.19162,22.473497,2.2833037,-159.93802,-295.50275,0.0017890713691711426,1417.0857725143433,485000
165.56212,0.15202849,0.0035334968,0.02979487,-164.35004,164.35004,3.4283,1.262341,-165.30032,-297.2784,1.7380595,-1.6531664,82.04411,163.5658,0.14649457,0.0052918163,0.030515043,-161.83176,161.83176,14.760099,-3.1323547,-162.92752,-314.2277,0.0017889607906341552,1426.0305805206299,490000
162.33293,0.16695169,0.0058704424,0.026910473,-160.40485,160.40485,3.437248,-31.510292,-161.939,-296.26886,2.3853786,-3.5663407,108.0634,168.45091,0.1790289,0.006871672,0.032458987,-166.21039,166.21039,9.523231,-42.205154,-167.15627,-315.88712,0.0017933817863464356,1434.9974925518036,495000
167.4068,0.16773264,0.004052819,0.021488609,-166.02322,166.02322,4.2233124,-17.672855,-167.48108,-318.8214,6.7985992,-6.638498,145.30046,163.92992,0.19546765,0.0050411574,0.030883659,-162.2221,162.2221,10.578793,-1.9179807,-163.71222,-317.54657,0.0018194406986236573,1444.0946986675262,500000
